Bits	Prep	Calc	Clean	Pre_Cuda	 Post_CUDA	GPU	CPU			
25632	0,005650	0,000331	0,000796	0,030374	0,000777	0,037938	0,000083			
25656	0,005643	0,000330	0,000800	0,030423	0,000775	0,037981	0,000084			
25680	0,005667	0,000331	0,000795	0,030454	0,000777	0,038034	0,000083			
25704	0,003290	0,000257	0,000439	0,030529	0,000786	0,035310	0,000083			
25728	0,005594	0,000329	0,000795	0,030536	0,000778	0,038041	0,000084			
25752	0,003835	0,000278	0,000514	0,030590	0,000784	0,036010	0,000083			
25776	0,004666	0,000301	0,000641	0,030633	0,000784	0,037034	0,000083			
25800	0,005650	0,000332	0,000795	0,030737	0,000782	0,038306	0,000084			
25824	0,002880	0,000255	0,000383	0,030794	0,000789	0,035109	0,000083			
25848	0,005797	0,000387	0,000796	0,030845	0,000784	0,038617	0,000083			
25872	0,004788	0,000346	0,000644	0,030922	0,000785	0,037494	0,000084			
25896	0,005817	0,000387	0,000805	0,031046	0,000784	0,038848	0,000084			
25920	0,002675	0,000246	0,000338	0,031127	0,000795	0,035189	0,000083			
25944	0,002749	0,000260	0,000339	0,031104	0,000794	0,035256	0,000084			
25968	0,005643	0,000282	0,000793	0,031161	0,000791	0,038678	0,000083			
25992	0,005704	0,000282	0,000796	0,031331	0,000794	0,038915	0,000084			
26016	0,003617	0,000249	0,000485	0,031402	0,000795	0,036556	0,000084			
26040	0,002709	0,000218	0,000360	0,031476	0,000801	0,035572	0,000083			
26064	0,005640	0,000283	0,000792	0,031491	0,000796	0,039010	0,000083			
26088	0,004763	0,000273	0,000651	0,031550	0,000795	0,038040	0,000083			
26112	0,005690	0,000282	0,000798	0,031698	0,000798	0,039275	0,000084			
26136	0,005671	0,000282	0,000796	0,031705	0,000798	0,039261	0,000083			
26160	0,002525	0,000207	0,000308	0,031749	0,000801	0,035598	0,000083			
26184	0,005693	0,000282	0,000796	0,031869	0,000799	0,039449	0,000083			
26208	0,004936	0,000263	0,000683	0,031948	0,000803	0,038642	0,000085			
26232	0,005314	0,000275	0,000730	0,031998	0,000813	0,039139	0,000085			
26256	0,003202	0,000230	0,000429	0,032047	0,000814	0,036731	0,000083			
26280	0,005453	0,000277	0,000757	0,032167	0,000805	0,039467	0,000084			
26304	0,004631	0,000270	0,000638	0,032149	0,000809	0,038505	0,000084			
26328	0,005759	0,000284	0,000807	0,032379	0,000818	0,040056	0,000085			
26352	0,005726	0,000282	0,000795	0,032353	0,000809	0,039973	0,000084			
26376	0,005665	0,000282	0,000796	0,032445	0,000811	0,040008	0,000084			
26400	0,005680	0,000282	0,000797	0,032526	0,000812	0,040107	0,000086			
26424	0,003276	0,000232	0,000437	0,032528	0,000817	0,037299	0,000085			
26448	0,005709	0,000282	0,000806	0,032646	0,000811	0,040264	0,000084			
26472	0,005504	0,000279	0,000764	0,032705	0,000813	0,040074	0,000084			
26496	0,005721	0,000282	0,000800	0,032823	0,000817	0,040452	0,000085			
26520	0,005691	0,000282	0,000795	0,032767	0,000814	0,040357	0,000084			
26544	0,005281	0,000276	0,000733	0,032847	0,000814	0,039959	0,000084			
26568	0,002643	0,000228	0,000327	0,032940	0,000819	0,036965	0,000083			
26592	0,005736	0,000351	0,000779	0,032909	0,000816	0,040600	0,000084			
26616	0,005896	0,000355	0,000802	0,033048	0,000820	0,040929	0,000084			
26640	0,005235	0,000330	0,000703	0,033087	0,000821	0,040185	0,000084			
26664	0,005908	0,000355	0,000802	0,033081	0,000823	0,040977	0,000085			
26688	0,002982	0,000277	0,000369	0,033299	0,000834	0,037769	0,000085			
26712	0,003402	0,000251	0,000450	0,033347	0,000822	0,038282	0,000084			
26736	0,005946	0,000355	0,000802	0,033455	0,000824	0,041391	0,000085			
26760	0,003424	0,000261	0,000444	0,033464	0,000825	0,038427	0,000084			
26784	0,005927	0,000356	0,000799	0,033514	0,000825	0,041430	0,000085			
26808	0,005917	0,000355	0,000797	0,033504	0,000825	0,041407	0,000085			
26832	0,005907	0,000355	0,000800	0,033560	0,000831	0,041462	0,000085			
26856	0,003895	0,000288	0,000501	0,033751	0,000831	0,039276	0,000084			
26880	0,002792	0,000252	0,000346	0,033773	0,000833	0,038003	0,000084			
26904	0,002440	0,000243	0,000304	0,033863	0,000837	0,037696	0,000084			
26928	0,005474	0,000259	0,000755	0,033943	0,000831	0,041271	0,000084			
26952	0,004833	0,000248	0,000657	0,034041	0,000837	0,040625	0,000085			
26976	0,005173	0,000258	0,000704	0,034094	0,000846	0,041084	0,000086			
27000	0,002297	0,000202	0,000286	0,034126	0,000852	0,037771	0,000085			
27024	0,005622	0,000261	0,000770	0,034192	0,000852	0,041706	0,000086			
27048	0,004479	0,000252	0,000607	0,034350	0,000841	0,040538	0,000085			
27072	0,005757	0,000263	0,000794	0,034424	0,000840	0,042087	0,000086			
27096	0,005737	0,000263	0,000793	0,034359	0,000838	0,042000	0,000085			
27120	0,005760	0,000263	0,000793	0,034470	0,000840	0,042135	0,000086			
27144	0,005650	0,000264	0,000792	0,034441	0,000841	0,041996	0,000085			
27168	0,005119	0,000259	0,000707	0,034541	0,000842	0,041477	0,000085			
27192	0,005724	0,000264	0,000794	0,034554	0,000841	0,042185	0,000085			
27216	0,005800	0,000419	0,000611	0,034647	0,000845	0,042330	0,000086			
27240	0,002571	0,000245	0,000266	0,034734	0,000850	0,038673	0,000084			
27264	0,005118	0,000387	0,000529	0,034777	0,000847	0,041666	0,000085			
27288	0,002974	0,000276	0,000317	0,034880	0,000851	0,039307	0,000085			
27312	0,006021	0,000433	0,000623	0,034938	0,000846	0,042871	0,000084			
27336	0,005700	0,000418	0,000593	0,035027	0,000848	0,042595	0,000086			
27360	0,004444	0,000350	0,000462	0,035139	0,000855	0,041259	0,000085			
27384	0,006035	0,000439	0,000629	0,035236	0,000852	0,043200	0,000085			
27408	0,005562	0,000410	0,000573	0,035330	0,000853	0,042738	0,000087			
27432	0,006035	0,000437	0,000622	0,035397	0,000854	0,043354	0,000085			
27456	0,003274	0,000299	0,000346	0,035373	0,000866	0,040166	0,000086			
27480	0,004753	0,000369	0,000493	0,035517	0,000875	0,042017	0,000087			
27504	0,003837	0,000325	0,000391	0,035579	0,000866	0,041007	0,000086			
27528	0,006116	0,000438	0,000633	0,035608	0,000872	0,043676	0,000088			
27552	0,002466	0,000261	0,000265	0,035620	0,000870	0,039492	0,000085			
27576	0,006030	0,000435	0,000624	0,035718	0,000858	0,043674	0,000086			
27600	0,005506	0,000408	0,000570	0,035755	0,000865	0,043113	0,000085			
27624	0,003697	0,000316	0,000374	0,035840	0,000864	0,041100	0,000085			
27648	0,002491	0,000246	0,000267	0,035919	0,000870	0,039801	0,000085			
27672	0,004056	0,000334	0,000412	0,035997	0,000868	0,041677	0,000086			
27696	0,006051	0,000436	0,000624	0,036101	0,000868	0,044089	0,000086			
27720	0,006023	0,000433	0,000617	0,036136	0,000870	0,044089	0,000087			
27744	0,002993	0,000268	0,000311	0,036369	0,000872	0,040820	0,000086			
27768	0,006018	0,000436	0,000633	0,036251	0,000866	0,044213	0,000086			
27792	0,004053	0,000345	0,000428	0,036321	0,000868	0,042023	0,000085			
27816	0,004414	0,000354	0,000465	0,036394	0,000869	0,042505	0,000086			
27840	0,003437	0,000285	0,000366	0,036516	0,000873	0,041486	0,000086			
27864	0,006055	0,000436	0,000622	0,036605	0,000871	0,044598	0,000086			
27888	0,003654	0,000313	0,000382	0,036591	0,000872	0,041820	0,000085			
27912	0,006067	0,000439	0,000625	0,036712	0,000874	0,044725	0,000086			
27936	0,003448	0,000303	0,000360	0,036763	0,000875	0,041758	0,000085			
27960	0,006083	0,000436	0,000624	0,036823	0,000879	0,044854	0,000086			
27984	0,002575	0,000243	0,000266	0,036911	0,000881	0,040885	0,000086			
28008	0,005512	0,000407	0,000570	0,036961	0,000876	0,044335	0,000086			
28032	0,004080	0,000274	0,000436	0,036966	0,000881	0,042646	0,000086			
28056	0,003155	0,000276	0,000343	0,037107	0,000882	0,041772	0,000086			
28080	0,002250	0,000234	0,000255	0,037140	0,000882	0,040770	0,000086			
28104	0,003723	0,000267	0,000389	0,037219	0,000881	0,042488	0,000085			
28128	0,004543	0,000285	0,000483	0,037281	0,000884	0,043485	0,000086			
28152	0,003382	0,000254	0,000367	0,037382	0,000884	0,042278	0,000085			
28176	0,005885	0,000319	0,000620	0,037454	0,000885	0,045171	0,000086			
28200	0,005899	0,000320	0,000623	0,037483	0,000889	0,045222	0,000086			
28224	0,004866	0,000293	0,000513	0,037572	0,000890	0,044142	0,000086			
28248	0,005821	0,000318	0,000615	0,037699	0,000895	0,045356	0,000086			
28272	0,005684	0,000316	0,000597	0,037728	0,000891	0,045224	0,000086			
28296	0,005896	0,000319	0,000625	0,037811	0,000896	0,045556	0,000086			
28320	0,003650	0,000256	0,000390	0,037893	0,000893	0,043091	0,000085			
28344	0,003818	0,000262	0,000403	0,037980	0,000901	0,043373	0,000086			
28368	0,003114	0,000251	0,000320	0,038021	0,000903	0,042617	0,000086			
28392	0,002479	0,000235	0,000261	0,038056	0,000901	0,041941	0,000086			
28416	0,003017	0,000253	0,000322	0,038181	0,000905	0,042687	0,000087			
28440	0,005992	0,000320	0,000622	0,038170	0,000914	0,046027	0,000087			
28464	0,003203	0,000237	0,000351	0,038289	0,000910	0,042999	0,000086			
28488	0,002746	0,000224	0,000293	0,038370	0,000911	0,042552	0,000086			
28512	0,005927	0,000319	0,000622	0,038351	0,000899	0,046127	0,000086			
28536	0,005222	0,000300	0,000552	0,038477	0,000902	0,045462	0,000086			
28560	0,005916	0,000320	0,000624	0,038622	0,000906	0,046398	0,000088			
28584	0,005914	0,000320	0,000625	0,038564	0,000908	0,046340	0,000087			
28608	0,005771	0,000316	0,000605	0,038702	0,000906	0,046311	0,000086			
28632	0,003023	0,000248	0,000321	0,038718	0,000905	0,043224	0,000085			
28656	0,005904	0,000318	0,000619	0,038754	0,000907	0,046511	0,000086			
28680	0,005497	0,000311	0,000577	0,038811	0,000913	0,046118	0,000089			
28704	0,005868	0,000356	0,000612	0,038861	0,000908	0,046613	0,000089			
28728	0,002244	0,000218	0,000243	0,038865	0,000907	0,042485	0,000088			
28752	0,005958	0,000361	0,000623	0,039004	0,000911	0,046868	0,000089			
28776	0,005207	0,000335	0,000545	0,039090	0,000910	0,046097	0,000089			

